timestamp,iq_width,comp_method,status,ue_ip,ue_count,channel_model,channel_model_id,delay_spread_ns,mobility_mps,carrier_hz,tx_bw_prb,rx_bw_prb,dl_rb,ul_rb,numerology,nb_tx,nb_rx,snr_samples,snr_db_avg,snr_db_min,snr_db_max,fh_samples,fh_rx_mbps_avg,fh_tx_mbps_avg,fh_total_mbps_avg,fh_total_mbps_max,iperf_ul_mbps,iperf_dl_mbps,trial_dir,notes
2026-05-27T20:12:22,9,1,ok,10.0.0.74,1,TDL-A,0,10.0,1.5,4049760000,24,24,24,24,1,1,1,64,22.570,-7.800,39.000,164,45.427,108.900,154.327,154.344,0.000,0.000,/home/jesse/oran_lab/logs/iq_width_sweep/20260527_200838/iq9,UL iperf failed DL iperf failed
2026-05-27T20:16:12,16,0,ok,10.0.0.75,1,TDL-A,0,10.0,1.5,4049760000,24,24,24,24,1,1,1,64,31.030,14.700,39.000,159,72.960,182.321,255.281,255.295,0.000,0.000,/home/jesse/oran_lab/logs/iq_width_sweep/20260527_200838/iq16,UL iperf failed DL iperf failed
