timestamp,iq_width,comp_method,status,ue_ip,ue_count,channel_model,carrier_hz,tx_bw_prb,rx_bw_prb,dl_rb,ul_rb,numerology,nb_tx,nb_rx,snr_samples,snr_db_avg,snr_db_min,snr_db_max,fh_samples,fh_rx_mbps_avg,fh_tx_mbps_avg,fh_total_mbps_avg,fh_total_mbps_max,iperf_ul_mbps,iperf_dl_mbps,ul_jitter_ms,ul_loss_pct,fh_late_total,fh_lead_mean,fh_lead_min,ul_sym_present_pct,trial_dir,notes
2026-05-31T14:56:38,9,1,ok,10.0.0.137,1,vrtsim,4049760000,24,24,24,24,1,2,2,32,42.331,30.900,42.900,59,209.894,91.644,301.538,301.557,4.985,0.000,1.981,0.00,0,11.91,9,100.00,/home/jesse/oran_lab/logs/iq_width_sweep/20260531_145504/iq9,
