timestamp,iq_width,comp_method,status,ue_ip,ue_count,channel_model,carrier_hz,tx_bw_prb,rx_bw_prb,dl_rb,ul_rb,numerology,nb_tx,nb_rx,snr_samples,snr_db_avg,snr_db_min,snr_db_max,fh_samples,fh_rx_mbps_avg,fh_tx_mbps_avg,fh_total_mbps_avg,fh_total_mbps_max,iperf_ul_mbps,iperf_dl_mbps,trial_dir,notes
2026-05-26T15:41:55,9,1,ue-timeout,,1,vrtsim,4049760000,24,24,24,24,1,1,1,64,68.822,57.800,75.600,130,43.008,108.900,151.908,151.921,0.000,0.000,/home/jesse/oran_lab/logs/iq_width_sweep/stability_after_fix_iq9_20260526_153845_2/iq9,
