timestamp,iq_width,comp_method,status,ue_ip,fh_samples,fh_rx_mbps_avg,fh_tx_mbps_avg,fh_total_mbps_avg,fh_total_mbps_max,iperf_ul_mbps,iperf_dl_mbps,trial_dir,notes
2026-05-26T12:37:00,9,1,dry-run,,0,0.000,0.000,0.000,0.000,0.000,0.000,/home/jesse/oran_lab/logs/iq_width_sweep/dryrun_codex/iq9,not launched
2026-05-26T12:37:01,16,0,dry-run,,0,0.000,0.000,0.000,0.000,0.000,0.000,/home/jesse/oran_lab/logs/iq_width_sweep/dryrun_codex/iq16,not launched
